feature	c__Chloroplast Class	d__Bacteria Kingdom	f__Borkfalkiaceae Family	f__Christensenellaceae Family	f__Clostridiaceae_222000 Family	f__Coprobacillaceae Family	f__Eggerthellaceae Family	f__Lachnospiraceae Family	f__Muribaculaceae Family	f__Oscillospiraceae_88309 Family	f__Peptostreptococcaceae_256921 Family	g__1XD8-76	g__Acetatifactor	g__Acidovorax_F_589733	g__Acutalibacter	g__Adlercreutzia_A_404199	g__Adlercreutzia_A_404257	g__Adlercreutzia_A_404260	g__Akkermansia	g__Alistipes_A_871400	g__Anaerotruncus	g__Avispirillum	g__Bacteroides_H_857956	g__Bifidobacterium_388775	g__Borkfalkia	g__Brotaphodocola	g__Butyribacter	g__C-19	g__CAG-269	g__CAG-314	g__CAG-873	g__COE1	g__Choladousia	g__Clostridium_AQ	g__Clostridium_J	g__Clostridium_T	g__Comamonas_F_589250	g__Dorea_D_143701	g__Dubosiella	g__Duncaniella	g__Dysosmobacter	g__Emergencia	g__Enterenecus	g__Enterocloster	g__Enterococcus_B	g__Enterococcus_H_360604	g__Enterorhabdus	g__Eubacterium_F	g__Eubacterium_G_180878	g__Eubacterium_R	g__Faecalibaculum	g__Granulimonas	g__Hominilimicola	g__Hominisplanchenecus_A	g__Ileibacterium	g__Kineothrix	g__Lachnoclostridium_B	g__Lacrimispora	g__Lactobacillus	g__Laedolimicola	g__Lawsonibacter	g__Lepagella	g__Lientehia	g__Ligilactobacillus	g__Limosilactobacillus	g__MD308	g__Merdibacter	g__Mesorhizobium_I	g__NK4A144	g__Novosphingobium	g__Paraclostridium	g__Parasutterella_564865	g__Parvibacter	g__Pelethenecus	g__Petralouisia	g__Porcincola	g__Pseudomonas_E_647464	g__Romboutsia_B	g__Romboutsia_D_247318	g__Ruminococcus_B	g__Schaedlerella	g__Sporofaciens	g__Staphylococcus	g__Stenotrophomonas_A_615274	g__Streptococcus	g__Suilimivivens	g__Thomasclavelia	g__Turicibacter	g__UBA2730	g__UBA3282	g__UBA7173	g__UBA9414	g__UBA946	g__Ventrisoma	g__WRAF01	o__Christensenellales Order	o__Lachnospirales Order
Villapol_11_DPI_572	NA	NA	NA	-9.86817272872229	NA	NA	NA	-8.2581192470383	NA	-6.11047569297199	-8.50139039805066	NA	NA	NA	NA	NA	NA	NA	-1.74977802792006	NA	NA	NA	NA	-7.81231949398877	NA	-10.7941721472785	NA	NA	NA	NA	NA	-4.02996401713856	NA	NA	NA	NA	NA	NA	-1.02268267777791	NA	NA	NA	-10.4156605240248	NA	NA	NA	NA	NA	NA	NA	NA	-4.49404842270949	NA	NA	NA	NA	NA	NA	NA	-8.41566052402478	-11.5311377414447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.47404854923789	NA	NA	NA	-8.20920964655735	NA	NA	NA	-9.86817272872229	NA	-7.84931370147097	NA	-6.38817978760267	NA	-6.86817272872229	NA	NA	NA	NA	NA
Villapol_11_DPI_573	NA	NA	NA	NA	NA	NA	NA	NA	-6.77306537821877	NA	-8.86187464517663	NA	NA	NA	NA	-10.1952983789018	-7.76233897162571	-8.86187464517663	-9.31559261261953	-10.6692295672342	NA	NA	-13.2541920679554	-11.3797229500392	NA	NA	NA	NA	NA	NA	-5.68686972636996	NA	NA	NA	NA	NA	NA	NA	-2.50655851088733	-4.43507743243531	NA	NA	NA	NA	NA	-9.83915456867654	-9.75169172742621	-10.591227055233	NA	NA	NA	-7.49042641444547	NA	NA	NA	-12.2541920679554	-11.1387148505355	NA	-1.16927298035885	NA	NA	-9.88495825828967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.38485527505665	-11.1387148505355	NA	NA	-11.8391545686765	NA	NA	NA	NA	NA	-2.09958489465056	-13.2541920679554	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_574	NA	NA	NA	-9.75081619718935	NA	NA	NA	-8.18691531199602	NA	-5.12971991041448	-10.186915311996	NA	NA	NA	NA	NA	NA	NA	-1.12145957710974	NA	NA	NA	NA	-10.952450058359	NA	NA	-11.2743781532464	NA	NA	NA	NA	-6.56701902116548	NA	NA	NA	-10.186915311996	NA	NA	-1.34345605612109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.81699727417383	NA	NA	NA	NA	-10.952450058359	NA	NA	-10.1044531518041	-9.57393843510527	NA	NA	NA	NA	NA	-11.4670232311888	NA	-8.4930184397217	NA	-9.06492478761741	NA	NA	NA	-7.06492478761741	NA	NA	-5.55327896453918	-9.32018184285949	-11.4670232311888	NA	-8.22998403388791	NA	NA	NA	-9.46702323118876	NA	-6.65232633378999	NA	NA	NA	-6.45419919083118	NA	NA	NA	NA	NA
Villapol_11_DPI_575	NA	NA	NA	NA	NA	NA	NA	-11.9032362964492	-4.87770120434201	NA	-8.03816587653526	NA	NA	NA	-12.7105912185068	NA	-8.01015150036566	-11.2511595998695	NA	-13.7105912185068	NA	NA	NA	-7.50113785287781	NA	NA	-12.3886631236194	NA	NA	NA	-4.44967168484385	NA	NA	NA	NA	-10.1870292624497	NA	NA	-1.14882595487905	-4.85261022337918	NA	NA	NA	NA	NA	NA	NA	-11.5406662170644	NA	NA	NA	-6.89041225609157	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.066735028732	NA	-1.97503519459522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.70988694949551	-10.318273795728	NA	-10.5406662170644	-10.9032362964492	NA	NA	NA	NA	NA	-3.69866515219995	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_576	NA	NA	NA	NA	NA	-13.6663904580126	NA	-13.0814279572914	-5.42559912585063	NA	-6.16654457092938	NA	NA	NA	NA	-9.418462944569	-6.67203702115373	-9.45693709238364	NA	NA	NA	NA	NA	-7.37176970912096	NA	NA	NA	NA	NA	NA	-7.19065702704619	NA	NA	NA	NA	-6.05906014426298	NA	NA	-0.978577395447658	-4.99043342507084	NA	NA	NA	NA	NA	NA	-8.51664333850791	-10.4964654565703	NA	NA	NA	-5.82404011459878	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.859035535955	NA	-4.49646545657028	NA	NA	NA	-12.6663904580126	NA	NA	NA	-11.859035535955	NA	NA	NA	NA	NA	-2.43606974235148	NA	NA	-10.9659507398715	-12.0814279572914	NA	NA	NA	NA	NA	-2.92956575891372	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_577	NA	NA	NA	NA	NA	NA	NA	-6.20519680607393	-4.60888338101624	-7.79701297783614	NA	NA	NA	NA	-7.62251524660401	NA	-8.53397857200235	-10.22585627664	-2.13676234981075	-10.9262959947811	NA	NA	-1.52115453164477	-9.46686437614381	NA	NA	NA	NA	NA	NA	-3.50212970596301	-6.04977904821611	-9.06831499965354	NA	NA	NA	NA	NA	NA	-3.95475244083034	-6.97209968439424	-11.6043678998937	NA	NA	NA	NA	NA	-7.38713718367308	NA	NA	NA	-4.05593127519771	-11.9262959947811	NA	NA	-10.6043678998937	NA	NA	NA	NA	-9.17140849261764	-9.01940539917259	NA	-7.83883315353077	NA	NA	-11.9262959947811	NA	NA	NA	NA	-7.55125656343419	-10.6043678998937	NA	NA	-11.9262959947811	NA	NA	NA	NA	-9.4027340387241	-8.7563709933388	NA	NA	NA	-11.9262959947811	-6.44248021751685	-4.02090898976298	NA	-6.63167524588948	NA	NA	NA	-10.4668643761438	-9.46686437614381	NA	NA
Villapol_11_DPI_578	NA	NA	NA	NA	NA	NA	NA	-13.5708637188471	-4.84464555951494	NA	-6.76350879678953	NA	-11.5708637188471	NA	-13.5708637188471	-8.32293620540355	-6.58787014415283	NA	-11.985901218126	NA	NA	NA	-10.7635087967895	-6.25798076356278	NA	NA	NA	NA	NA	NA	-5.46495521027598	NA	NA	NA	NA	-11.7635087967895	-12.5708637188471	NA	-0.928586340343276	-4.50208544086172	NA	NA	NA	NA	NA	NA	-8.42111659934245	-10.5708637188471	-12.985901218126	NA	NA	-6.10325816876414	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.87042400070604	NA	-4.36751571586737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.81890130538628	-12.985901218126	NA	NA	NA	NA	NA	NA	NA	NA	-2.98966313692218	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_579	NA	NA	NA	NA	NA	NA	NA	-10.0429418133471	-4.78084696797695	NA	NA	NA	NA	NA	-9.72101371845977	-7.48835296166949	-7.12407857607253	-7.48835296166949	-3.84449677189477	NA	NA	NA	-11.7210137184598	-6.32869629568101	NA	NA	NA	NA	NA	NA	-3.45235476343209	NA	-11.2355868912895	NA	NA	NA	NA	-11.0429418133471	-12.457979312626	-3.63037196654192	NA	NA	NA	NA	NA	NA	-9.18496081821956	-9.72101371845977	NA	NA	NA	-1.65196680719159	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.37051647137563	NA	-4.64206237706494	NA	NA	NA	NA	NA	NA	NA	-3.26158209982247	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7210137184598	NA	NA	NA	NA	NA	-2.21361547750546	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_580	NA	NA	NA	NA	NA	NA	NA	NA	-5.15327991450323	NA	-7.63018266936693	NA	NA	NA	NA	-6.11635334550487	-8.50217505699086	-9.14263267030372	-4.57009961912408	NA	NA	NA	-9.52965579341297	-6.0109269910919	NA	NA	NA	NA	NA	-12.2300955115541	-2.99947457842419	NA	-10.9081674166667	NA	NA	NA	-9.52965579341297	NA	-1.09390540723461	-3.83563281694374	NA	NA	NA	NA	NA	NA	-8.77066389291676	NA	NA	NA	NA	-8.12157105477589	NA	NA	NA	NA	NA	NA	-11.0601705101117	NA	NA	-9.23009551155406	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.37133741161864	NA	NA	NA	NA	NA	-3.64044436503927	NA	NA	-11.6451330108329	-11.0601705101117	NA	-11.6451330108329	NA	NA	NA	-4.74225547773101	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_581	NA	NA	NA	NA	NA	NA	NA	-12.5403096962652	-11.5403096962652	NA	-5.70110590816824	NA	NA	NA	NA	-10.8398699781241	-11.0808780776279	NA	-8.56302977276527	NA	NA	NA	NA	-7.58611338587831	NA	NA	-11.5403096962652	NA	NA	NA	-7.10568146862846	NA	NA	NA	NA	NA	-13.5403096962652	NA	-1.68155159632977	-7.21838160137782	NA	NA	NA	NA	NA	-7.26418529099095	NA	NA	NA	NA	NA	-5.50688669472774	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.7329547742076	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.68232870113761	NA	NA	NA	NA	NA	-1.65804876716538	NA	NA	NA	NA	-11.7329547742076	NA	NA	NA	NA	-1.74609692628212	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_582	NA	NA	NA	NA	NA	NA	NA	NA	-6.61087315548311	NA	-6.37024516269759	NA	NA	NA	NA	-8.4608477114785	-9.47876961947576	NA	-5.52690211514886	NA	NA	NA	-11.6307727129208	-10.4787696194758	NA	NA	NA	NA	NA	NA	-4.22610418702551	NA	NA	NA	NA	NA	-12.4787696194758	NA	-2.81165807740074	-6.6662713941422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.99334279230552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.35335614899245	NA	NA	-12.8006977143631	NA	NA	NA	NA	NA	NA	-0.867652581188814	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_583	NA	NA	NA	NA	NA	NA	-8.93478470488813	NA	-5.37525341932256	NA	NA	NA	NA	NA	-11.7190560138327	-6.71405533277432	-5.84458689591655	-5.93187897371271	-11.0816260932174	-10.888981015275	NA	NA	-10.9820904196665	NA	NA	NA	NA	NA	NA	NA	-3.73733018530158	-11.3040185145538	NA	NA	NA	NA	NA	NA	-11.5670529203876	-4.01169688175181	NA	NA	NA	NA	NA	NA	-8.39712791894533	NA	-10.9820904196665	NA	NA	NA	NA	-10.0816260932174	NA	-10.8015181740247	-11.0816260932174	NA	-0.776134301106712	NA	NA	-8.4295493966377	NA	-13.888981015275	NA	-9.00633796591316	NA	NA	NA	NA	NA	-6.63159317258235	NA	NA	NA	NA	NA	-10.0816260932174	NA	NA	NA	NA	NA	NA	NA	NA	-13.3040185145538	-2.42878112021542	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_584	NA	NA	NA	NA	NA	NA	NA	-10.7868530297515	-6.00924545108793	-12.2722798569217	-6.69334114382834	NA	-10.893768233668	NA	-11.7868530297515	-5.54163990100493	-4.69032610607291	-5.26105260149847	-7.73622695668151	NA	NA	NA	NA	-8.86628749724589	NA	NA	NA	NA	-13.0092454510879	NA	-4.03578723854042	-7.61692802830917	NA	NA	NA	NA	-10.7868530297515	NA	-6.31343718167848	-4.07162642055426	NA	NA	NA	NA	NA	NA	-6.23226417807384	NA	-10.893768233668	NA	NA	-12.0092454510879	NA	NA	NA	-11.5942079518091	-9.46492493486412	NA	-6.46492493486412	NA	-11.5942079518091	-7.97949810769388	-10.6873173562006	NA	NA	-9.00924545108793	NA	NA	NA	NA	NA	-12.0092454510879	NA	NA	-8.95035176203436	-13.0092454510879	NA	-2.69901137924575	NA	NA	NA	-9.3462804383655	NA	-12.5942079518091	NA	NA	NA	-0.865012092676992	NA	NA	NA	NA	NA	-12.0092454510879	NA	NA	NA
Villapol_11_DPI_585	NA	NA	NA	NA	NA	NA	NA	-11.3679607096416	-4.8000046342261	NA	-6.83657924912526	NA	NA	NA	NA	-10.560605787584	-8.08255849077932	NA	-10.4610701140331	NA	NA	NA	-11.3679607096416	-9.84439875358456	NA	NA	NA	NA	NA	NA	-6.48531766027973	NA	NA	NA	NA	-9.46107011403305	NA	NA	-1.16920874444783	-4.74774088413408	NA	NA	NA	NA	NA	NA	-10.560605787584	NA	NA	NA	NA	-8.01040870502349	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.97564328686281	NA	-6.10586586427139	NA	NA	NA	NA	NA	NA	NA	-6.53507069547683	-9.84439875358456	NA	NA	NA	NA	-2.63876485050948	-10.2804978683912	NA	NA	NA	NA	NA	NA	NA	NA	-1.94510751369731	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_586	NA	NA	NA	NA	NA	NA	-13.5737063519232	-11.9887438512021	-7.71572535679566	NA	-6.35453783146107	NA	NA	NA	NA	NA	-9.61951004153635	NA	NA	NA	NA	NA	NA	-12.2517782570359	NA	NA	NA	NA	NA	NA	-8.71572535679566	NA	NA	NA	NA	-7.77929048557312	NA	NA	-1.39069135104047	-4.83561409230274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.98874385120207	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.81881884975976	NA	-4.28138471912119	NA	NA	NA	NA	NA	NA	NA	-8.1307628560745	-10.9887438512021	NA	NA	NA	NA	-2.46812517064579	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.65075036001475	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_587	NA	NA	NA	NA	NA	NA	NA	NA	-4.4698150330726	NA	-6.58747732480784	NA	-11.6678507412719	NA	-12.6678507412719	NA	-9.00488572854943	NA	-7.71365443088498	NA	NA	NA	NA	-9.0828882405507	NA	NA	NA	NA	NA	NA	-7.12353022504805	NA	NA	NA	NA	-9.79338162335572	NA	-11.9308851471057	-1.04625670225432	-4.14037373521146	NA	NA	NA	NA	NA	NA	-9.79338162335572	-9.12353022504805	NA	NA	NA	-8.14428878521484	NA	NA	NA	-11.4454583199354	-10.4454583199354	NA	NA	NA	NA	-8.41992322782827	NA	-8.23044542896456	NA	NA	NA	NA	NA	NA	NA	-5.85620846081115	-9.66785074127186	-11.9308851471057	NA	NA	NA	-2.87614518013535	-11.4454583199354	NA	NA	-9.86049581921425	NA	NA	NA	NA	NA	-2.21218104143076	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_588	NA	NA	NA	NA	NA	NA	NA	-7.38465679699217	-2.80767235369454	NA	NA	NA	NA	NA	-11.1501915433551	-5.76131320454316	-7.02090852641018	NA	-6.32746139541063	-8.56522904263399	NA	NA	-9.22419212479893	NA	NA	NA	NA	NA	NA	NA	-3.29844250193909	NA	NA	NA	NA	NA	NA	NA	-7.63922962407777	-5.25537378004721	NA	NA	NA	NA	NA	-8.71723213607904	-9.9485576821855	NA	NA	NA	NA	NA	NA	-8.58947658888067	NA	NA	NA	NA	NA	-11.8871571375214	NA	NA	NA	-0.786385308511862	NA	-5.35058612090248	NA	NA	NA	NA	NA	-4.05849170921834	NA	NA	-10.3021946368002	NA	NA	NA	NA	NA	NA	-9.26266627261356	-10.0798022154638	-11.0126880196052	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6647647161849	NA	NA	NA
Villapol_11_DPI_589	-10.9455810029403	NA	NA	NA	NA	NA	NA	-11.1382260808827	-8.19069350077682	NA	NA	NA	NA	-11.775656001498	NA	-8.40642219183226	-9.55326358016153	NA	-10.8581181616899	-10.4220190468833	NA	NA	-7.75575644406027	NA	NA	NA	NA	NA	NA	NA	-8.50263750709156	-11.3606185022191	NA	NA	NA	NA	-8.77565600149797	NA	-9.2451412847992	NA	-11.486149384303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6976534894967	NA	NA	NA	NA	NA	NA	-12.3606185022191	NA	NA	-0.060742724023176	NA	NA	NA	NA	NA	-12.6236529080529	NA	-6.47390578854824	NA	NA	-12.1382260808827	NA	NA	NA	NA	NA	NA	NA	-7.59685284870921	-10.1382260808827	NA	NA	NA	NA	NA	-12.3606185022191	NA	NA	NA	-11.6236529080529	NA	NA	NA
Villapol_11_DPI_590	NA	NA	NA	NA	NA	NA	NA	NA	-7.2109827544961	NA	-9.1778158905609	NA	NA	NA	NA	-9.08265865752056	-9.31531941431084	-9.82989258714059	NA	NA	NA	NA	-12.6372475091982	-9.68305119881132	NA	NA	NA	NA	NA	NA	-5.45237216628992	NA	NA	NA	NA	-9.42779414356925	NA	NA	-2.39973876102554	-6.14139248231103	NA	NA	NA	NA	NA	NA	-11.6372475091982	NA	NA	NA	NA	-7.73035691358968	NA	NA	NA	NA	NA	NA	-1.47895340559416	NA	NA	-9.54978466794786	NA	-6.23210604606186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.24493008641944	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.50266075583383	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_591	NA	NA	NA	NA	NA	NA	NA	NA	-7.9758112325038	NA	-10.6762509506449	NA	NA	NA	NA	-11.0388210300296	-11.261213451366	-11.3867443334499	NA	NA	NA	NA	-12.5242478571998	-9.41991119738511	NA	NA	NA	NA	NA	NA	-6.47113652074028	NA	NA	NA	NA	NA	NA	NA	-3.15617798066776	-6.33442329831982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.09128844992374	NA	NA	NA	NA	NA	NA	-0.750202098483809	NA	NA	-10.4538585293084	NA	-4.84899647114958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.19512426090828	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.19691977456989	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_592	NA	NA	NA	NA	NA	NA	NA	NA	-7.18897732676745	NA	-8.64583500174092	NA	NA	NA	NA	-9.03285812485017	-8.1284357848324	-8.38752300614953	-10.4113697481039	NA	NA	NA	NA	-7.71834750152529	NA	NA	NA	NA	NA	NA	-5.45717343771702	NA	NA	NA	NA	-10.8588287250751	NA	NA	-2.56212104533949	-5.74840473538147	NA	NA	NA	NA	NA	NA	-9.61782062557132	NA	NA	NA	NA	-8.05147380301752	NA	-11.7332978429913	NA	NA	NA	NA	-2.95139175754532	NA	NA	-9.73329784299126	NA	-8.18897732676745	NA	NA	NA	-13.3182603437124	NA	NA	NA	NA	NA	NA	-11.7332978429913	NA	NA	-4.44174339714742	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.786269765584822	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_593	NA	NA	NA	NA	NA	NA	NA	NA	-7.25138096359584	NA	-9.21073897909849	NA	NA	NA	NA	-6.71532806335563	-7.33626986118235	-8.27213952376263	-3.65529772264516	NA	NA	NA	-11.5733090584832	-8.29320113929046	NA	NA	NA	NA	NA	NA	-4.79946339861585	-12.3806639805408	NA	NA	NA	-10.2107389790985	NA	NA	-1.62306562471689	-4.48433157663086	NA	NA	NA	NA	NA	-11.5733090584832	-8.92123236190351	NA	NA	NA	NA	-6.89684820327655	NA	NA	NA	NA	NA	NA	-1.45529498896635	NA	NA	-8.7659541364256	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.85123342639465	NA	NA	NA	NA	NA	-4.69066600912136	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.94187212796254	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_594	NA	NA	NA	NA	NA	NA	NA	NA	-8.28752393360451	-13.9022337777197	-8.75248665821504	NA	NA	NA	NA	-8.44280215908242	-9.17431332315652	-9.47596902301762	-6.95971927238048	NA	NA	NA	-12.0948788556621	-9.34764492604208	NA	NA	NA	NA	NA	NA	-5.87709421544121	NA	NA	NA	NA	NA	-13.3172712769986	NA	-2.36234798496825	-5.47178122605419	NA	NA	NA	NA	NA	-12.9022337777197	-10.6543062642761	NA	NA	NA	NA	-8.36307496661169	NA	NA	NA	NA	NA	NA	-1.08485034982249	NA	NA	-9.9953431821112	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.87986596469127	NA	NA	NA	NA	NA	-5.14901702854077	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.16414151809923	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_595	NA	NA	NA	NA	NA	NA	NA	NA	-5.539745664432	NA	-7.02673300558986	NA	NA	NA	-11.7491990300609	-9.98366428369797	-7.80434058425341	-11.0711271249483	-6.44907530549193	NA	NA	NA	NA	-8.57927402861863	NA	NA	NA	NA	NA	NA	-6.27022722502801	NA	NA	NA	NA	-10.2637722028907	NA	NA	-1.00201306317437	-4.14928618787382	NA	NA	NA	NA	NA	NA	-9.37068740680722	NA	NA	NA	NA	-4.08670866614717	NA	NA	NA	NA	NA	NA	-6.5475651688913	NA	NA	-8.21314612982074	NA	-6.80434058425341	NA	-12.4861646242272	NA	NA	NA	NA	NA	-7.32966013854716	NA	NA	NA	NA	NA	-3.09027351856857	-11.0711271249483	NA	-12.0711271249483	NA	NA	NA	NA	NA	NA	-2.52906258266487	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_596	NA	NA	NA	NA	NA	NA	NA	-11.390629611318	-5.40682164482059	NA	-6.81428024090155	NA	-11.8760564384882	NA	-11.6130220326544	NA	-9.55412834360088	NA	-7.80566711059684	NA	NA	NA	-12.1979845333756	-10.8760564384882	NA	NA	NA	NA	NA	NA	-6.96916584287972	NA	NA	NA	NA	-9.1979845333756	NA	NA	-1.26835625035104	-3.87944172367288	NA	NA	NA	NA	NA	NA	NA	NA	-11.8760564384882	NA	NA	-5.60179477723119	NA	NA	NA	NA	NA	NA	-5.41990740384025	NA	NA	-9.55412834360088	NA	-7.35249448243123	NA	-11.6130220326544	NA	NA	NA	NA	NA	-6.09995245041508	NA	NA	NA	NA	NA	-2.76335630573888	-12.1979845333756	NA	-8.29109393776709	NA	NA	NA	NA	NA	NA	-1.99984648097449	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_597	NA	NA	NA	NA	NA	NA	NA	-10.9847151326061	-5.80480604259113	NA	-6.73678761916248	NA	-10.3997526318849	NA	-10.8692379151861	-9.6627870377187	-8.81479013116375	-10.2477495384399	-8.16028669718952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.1946382019803	NA	NA	NA	NA	-11.2477495384399	NA	NA	-1.58650587113921	-3.85028881238514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.96234731957761	NA	NA	NA	NA	NA	NA	-3.78340800567875	NA	NA	-10.8692379151861	NA	-11.3997526318849	NA	-9.98471513260606	NA	NA	NA	NA	NA	-7.40980629654883	NA	NA	NA	NA	NA	-2.80771093794513	-10.8692379151861	NA	-7.38976854331229	-10.0461156772702	NA	NA	NA	NA	NA	-1.66673731019895	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_598	NA	NA	NA	NA	NA	NA	NA	-11.8324585217013	NA	NA	NA	NA	NA	NA	NA	NA	-10.5914504221975	-10.38499954473	-11.5914504221975	NA	NA	NA	-12.9699620454512	NA	NA	NA	NA	NA	NA	NA	-9.04396262689497	NA	NA	NA	NA	NA	NA	NA	-2.69430310075234	-5.13075825735425	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.484535218281	NA	-13.2918901403386	NA	NA	NA	NA	-0.321604463441532	NA	NA	-9.86562538563646	NA	-12.484535218281	NA	NA	NA	NA	NA	NA	NA	-6.53033890789408	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9699620454512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_11_DPI_599	NA	NA	NA	NA	NA	NA	NA	-10.9152003676495	-7.46774139067826	-13.3746319862868	-8.44389464872389	NA	NA	NA	-11.7896694855656	-7.74527536620717	-5.56727706422917	NA	NA	NA	NA	NA	NA	-5.9610040572626	NA	NA	NA	NA	NA	NA	-5.28982359848241	NA	-11.2047069848445	NA	NA	-9.46774139067826	NA	NA	-0.635589786596993	-3.22234714398019	NA	NA	NA	NA	NA	NA	-8.14581329579089	-8.8827788899571	NA	NA	NA	-9.01707998166869	NA	NA	NA	-10.4677413906783	NA	NA	-4.2924829449329	NA	NA	-7.08922976742453	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.16517862065783	NA	NA	NA	NA	NA	-4.01707998166869	-9.67419226814568	NA	-9.85107003022976	-7.80477637795583	NA	NA	NA	NA	NA	-5.55126474624054	NA	NA	NA	NA	NA	NA	NA	NA	-13.3746319862868
