feature	c__Bacilli_A Class	c__Chloroplast Class	c__Clostridia_258483 Class	c__Verrucomicrobiae Class	d__Bacteria Kingdom	f__Acutalibacteraceae Family	f__Amphibacillaceae Family	f__Anaerovoracaceae Family	f__Bacillaceae_C_302577 Family	f__Bacteroidaceae Family	f__Borkfalkiaceae Family	f__CAG-508 Family	f__Cellulosilyticaceae Family	f__Christensenellaceae Family	f__Clostridiaceae_222000 Family	f__Coprobacillaceae Family	f__Dehalobacteriaceae Family	f__Eggerthellaceae Family	f__Enterococcaceae Family	f__Lachnospiraceae Family	f__Lactobacillaceae Family	f__Mitochondria Family	f__Muribaculaceae Family	f__NBRC-103111 Family	f__Oscillospiraceae_88309 Family	f__Paenibacillaceae_367444 Family	f__Peptostreptococcaceae_256921 Family	f__Streptosporangiaceae Family	f__Tissierellaceae Family	f__UBA1242 Family	f__UBA660 Family	g__1XD8-76	g__Acetatifactor	g__Acidovorax_F_589733	g__Acinetobacter	g__Acutalibacter	g__Adlercreutzia_A_404199	g__Adlercreutzia_A_404257	g__Adlercreutzia_A_404260	g__Agrobacterium	g__Akkermansia	g__Alistipes_A_871400	g__Alkalicoccobacillus	g__Alkaliphilus_B	g__Anaerocolumna	g__Anaerosalibacter	g__Anaerosporobacter	g__Anaerotruncus	g__Aneurinibacillus_B_362085	g__Angelakisella	g__Arthrobacter_E_386002	g__Atopostipes	g__Avispirillum	g__Bacillus_A	g__Bacillus_J_295379	g__Bacillus_O_301684	g__Bacillus_P_294101	g__Bacteroides_H_857956	g__Bifidobacterium_388775	g__Blautia_A_141780	g__Borkfalkia	g__Brachybacterium	g__Brevibacillus_D_362672	g__Brevibacillus_D_362705	g__Brevibacterium	g__Brotaphodocola	g__Brucella_498865	g__Burkholderia	g__Butyribacter	g__C-19	g__CABMKH01	g__CAG-269	g__CAG-314	g__CAG-475	g__CAG-873	g__COE1	g__Caldibacillus_B	g__Cellulosilyticum	g__Cellulosimicrobium	g__Cerasibacillus	g__Choladousia	g__Clavibacter	g__Clostridioides_A	g__Clostridium_AG_200053	g__Clostridium_AQ	g__Clostridium_B	g__Clostridium_F	g__Clostridium_G	g__Clostridium_H_221916	g__Clostridium_J	g__Clostridium_T	g__Comamonas_F_589250	g__Coprocola	g__Coprosoma	g__Corynebacterium	g__Curtobacterium	g__Dorea_D_143701	g__Dubosiella	g__Duncaniella	g__Dysosmobacter	g__Emergencia	g__Enterenecus	g__Enterocloster	g__Enterococcus_A	g__Enterococcus_B	g__Enterococcus_D	g__Enterococcus_F_359103	g__Enterococcus_H_360604	g__Enterorhabdus	g__Eubacterium_F	g__Eubacterium_G_180878	g__Eubacterium_R	g__Eubacterium_S	g__Evtepia	g__Faecalibaculum	g__Faecimonas	g__Fimenecus	g__Gallicola	g__Glutamicibacter	g__Glycomyces	g__Granulimonas	g__Haemophilus_D_735815	g__Hathewaya	g__Hominilimicola	g__Hominisplanchenecus_A	g__Ileibacterium	g__JAGBWK01	g__JC017	g__Jeotgalibaca	g__Kineothrix	g__Klebsiella_724518	g__Kroppenstedtia_A	g__Kurthia	g__Lachnoclostridium_A_184689	g__Lachnoclostridium_B	g__Lachnospira	g__Lachnotalea	g__Lacrimispora	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus_A_346120	g__Laedolimicola	g__Latilactobacillus	g__Lawsonibacter	g__Lederbergia_A_302086	g__Lederbergia_A_302195	g__Lepagella	g__Levilactobacillus	g__Lientehia	g__Ligilactobacillus	g__Limivivens	g__Limosilactobacillus	g__Luteimonas_D	g__Lysinibacillus_304693	g__MD308	g__Mammaliicoccus_319276	g__Mammaliicoccus_319278	g__Massilibacillus	g__Massilibacterium	g__Massiliimalia	g__Massilioclostridium	g__Merdibacter	g__Mesorhizobium_I	g__Metaruminococcus_A	g__Methylobacterium	g__Microbacterium_A_383321	g__Muribaculum	g__NK4A144	g__Nesterenkonia	g__Novosphingobium	g__Oceanobacillus_287537	g__Ochrobactrum_A_498864	g__Ochrobactrum_A_498913	g__Ochrobactrum_A_499075	g__Otoolea_134252	g__Otoolea_134526	g__Paenibacillus_A	g__Paenibacillus_J_366884	g__Paenibacillus_L	g__Paenibacillus_S	g__Pandoraea	g__Pantoea_680069	g__Paraclostridium	g__Paramuribaculum	g__Parasutterella_564865	g__Parvibacter	g__Pelethenecus	g__Peptoniphilus_B_226807	g__Petralouisia	g__Planifilum	g__Plantibacter	g__Porcincola	g__Pradoshia	g__Pseudobacillus	g__Pseudobutyricicoccus	g__Pseudofrankia	g__Pseudomonas_E_647464	g__Pueribacillus	g__Quadrisphaera	g__Rathayibacter	g__Rhizobium_C_500208	g__Rhizobium_C_501058	g__Robertmurraya_297834	g__Robinsoniella	g__Romboutsia_B	g__Romboutsia_C	g__Romboutsia_D_247318	g__Romboutsia_E	g__Roseburia_B	g__Rudaeicoccus	g__Ruminiclostridium_D	g__Ruminiclostridium_E	g__Ruminococcus_B	g__Rummeliibacillus	g__Saccharibacillus	g__Sarcina_200052	g__Schaedlerella	g__Sedimentibacter	g__Shouchella	g__Siminovitchia	g__Sinibacillus	g__Solibaculum	g__Sphingobacterium	g__Sphingomonas_L_486704	g__Sporofaciens	g__Sporosarcina	g__Staphylococcus	g__Stenotrophomonas_A_615274	g__Streptococcus	g__Streptomyces_400150	g__Suilimivivens	g__Tardiphaga	g__Tepidimicrobium	g__Terrisporobacter	g__Thermoactinomyces_A	g__Thomasclavelia	g__Tissierella_A	g__Tissierella_B_223997	g__Turicibacter	g__UBA2730	g__UBA3282	g__UBA5905	g__UBA7173	g__UBA737	g__UBA9414	g__UBA946	g__UMGS1994	g__Ureibacillus	g__Vagococcus_B	g__Ventrisoma	g__Virgibacillus_B_287557	g__Virgibacillus_I	g__WRAF01	g__Weissella	g__Xanthomonas_A_614442	o__Acetivibrionales Order	o__Bacillales_D Order	o__Bacteroidales Order	o__Christensenellales Order	o__Lachnospirales Order
Villapol_547_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.801980198019802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00516115441331367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.140035812091847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0525068464293238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000315989045713082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_548_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0338431500162707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000406768630003254	NA	NA	0.0437683045883501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.788480312398308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128538887081028	NA	NA	NA	NA	NA	0.00813537260006508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0301822323462415	0.0346566872762773	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000488122356003905	NA	0.000569476082004556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00471851610803775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00113895216400911	NA	NA	NA	NA	NA	NA	NA	0.00170842824601367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0187927107061503	NA	NA	NA	NA	NA	NA	0.000406768630003254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00113895216400911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0187113569801497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_549_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0248731895129255	NA	NA	NA	0.000977815803947931	NA	NA	0.00299456089959054	NA	NA	NA	0.000305567438733729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000672248365214203	NA	NA	0.0480963148566889	0.0014667237059219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.749740267677076	0.000916702316201186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00470573855649942	0.00134449673042841	NA	NA	NA	NA	0.00733361852960948	NA	NA	NA	NA	NA	NA	NA	NA	0.00042779441422722	NA	NA	NA	NA	NA	NA	NA	0.0743751145877895	0.0370958870622746	NA	0.000244453950986983	NA	NA	NA	NA	NA	NA	NA	0.000733361852960948	NA	0.00262787997311007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000733361852960948	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00140561021817515	NA	NA	NA	NA	0.0021389720711361	NA	NA	NA	NA	NA	NA	NA	0.00220008555888285	NA	NA	NA	NA	NA	NA	0.000244453950986983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0205952453706533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00177229114465563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0117337896473752	NA	NA	0.000244453950986983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_550_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.100116211504939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000116211504938989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.899767576990122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_553_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00874836927327143	NA	NA	NA	0.00248126263013839	NA	NA	0.00388816412145397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00138132146420075	0.000639500677870719	NA	NA	0.168418898524032	0.000230220244033459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.629780267567084	0.000255800271148287	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000665080704985547	NA	NA	NA	NA	0.00583224618218095	NA	NA	NA	NA	NA	0.00708566751080756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0732100376026399	0.0339702760084926	NA	0.000639500677870719	NA	NA	NA	NA	NA	NA	0.00644616683293684	0.00081856086767452	NA	NA	0.000741820786330034	NA	NA	0.00153480162688972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00851814902923797	NA	0.000383700406722431	NA	NA	NA	NA	0.000639500677870719	NA	NA	NA	NA	NA	NA	NA	0.003734683958765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00104878111170798	NA	NA	NA	0.0216407029391451	NA	NA	NA	0.000281380298263116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000537180569411404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0148364157266007	NA	NA	0.00161154170823421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_557_3DPI	NA	NA	NA	NA	NA	NA	NA	8.51371772768874e-05	NA	NA	NA	NA	NA	0.000191558648872997	NA	NA	NA	NA	NA	NA	NA	NA	0.00100036183300343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000191558648872997	NA	NA	0.184258135921504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.618479024327948	0.000127705765915331	NA	0.000148990060234553	NA	NA	NA	NA	NA	NA	NA	NA	8.51371772768874e-05	NA	NA	0.000830087478449652	NA	0.000787518889811208	NA	NA	NA	NA	NA	0.00023412723751144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0340761552050742	0.0126215865312986	NA	NA	NA	NA	NA	NA	NA	NA	0.00632143541280889	0.000276695826149884	NA	NA	NA	NA	NA	0.0198795308941532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000446970180703659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000297980120469106	NA	4.25685886384437e-05	NA	NA	NA	NA	0.000127705765915331	NA	NA	0.0859034118723794	NA	0.000255411531830662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0322244215993019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000787518889811208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000319264414788328
Villapol_560_3DPI	NA	NA	NA	4.02844079199146e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000302133059399359	NA	NA	0.116341370072713	0.000100711019799786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.676697484238725	0.000503555098998932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000181279835639616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.104578322960098	0.00247749108707475	NA	NA	NA	NA	NA	NA	NA	NA	0.0667915483312184	0.000483412895038975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00022156424355953	NA	NA	NA	NA	NA	NA	0.00022156424355953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0230225391262312	NA	NA	NA	0.00803673938002296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_562_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.136710617626648	NA	NA	NA	NA	NA	0.00902151283830673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734212352532963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0124913254684247	NA	NA	NA	NA	NA	NA	0.0159611380985427	0.00763358778625954	NA	NA	NA	NA	NA	NA	NA	NA	0.0589868147120056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0249826509368494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_563_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0042075367502038	NA	NA	NA	NA	NA	NA	0.0014989349672601	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000105188418755095	NA	NA	NA	0.000341862360954059	0.000683724721908118	NA	NA	0.125279406737318	0.000368159465642833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.580692665737502	0.000157782628132643	NA	0.000368159465642833	NA	NA	NA	NA	0.00063113051253057	NA	NA	NA	NA	NA	NA	NA	NA	0.00412864543613748	0.000999289978173403	NA	NA	NA	NA	0.00157782628132643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.212112446419649	0.0238514739527178	NA	0.000867804454729534	NA	NA	NA	NA	NA	NA	0.00699502984721382	NA	NA	NA	0.00767875456912194	NA	NA	NA	NA	NA	NA	NA	NA	0.000710021826596892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000157782628132643	NA	NA	NA	NA	NA	NA	0.000105188418755095	NA	NA	0.00176190601414784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000999289978173403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00186709443290294	NA	0.0195913429931365	NA	NA	NA	NA	NA	NA	0.00181450022352539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000184079732821416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000262971046887738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_587_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00020249063480814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0479902804495292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672268907563025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000151867976106105	NA	NA	NA	NA	NA	NA	NA	0.0864128784043738	0.00622658702035031	NA	NA	NA	NA	NA	NA	NA	NA	0.0103776450339172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00658094563126455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.158803280348284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00688468158347676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00020249063480814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00020249063480814	NA	NA	NA	NA	NA	NA	NA	0.00369545408524856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_589_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10077061000267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.732594514172357	0.00238431312707435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0182352267958646	NA	NA	NA	NA	NA	NA	NA	NA	0.000267043070232327	NA	NA	0.000896501735779957	0.0193415480868271	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0128943653912181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0806470072101629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00381490100331896	NA	0.0277152557891123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000438713615381681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_592_3DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00134314726266588	NA	NA	NA	NA	NA	NA	0.000832751302852845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00010745178101327	NA	0.14712835115242	0.00177295438671896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.685031966904851	0.000322355343039811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00206844678450545	NA	NA	NA	NA	NA	0.000698436576586257	NA	NA	NA	NA	NA	NA	NA	NA	0.00134314726266588	0.0200128942137216	NA	NA	NA	NA	NA	NA	0.0135120614624187	0.0243915542900124	NA	NA	NA	NA	NA	NA	NA	NA	0.0456132810401332	0.000349218288293128	NA	0.000402944178799764	0.00416375651426422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00507709665287702	NA	NA	0.000134314726266588	NA	NA	NA	NA	NA	NA	0.000349218288293128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00475474130983721	NA	0.0160640412614839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00102079191962607	NA	8.05888357599527e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0234244882608929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
