feature	c__Bacilli_A Class	c__Chloroplast Class	d__Bacteria Kingdom	f__Coprobacillaceae Family	f__Mitochondria Family	f__Oscillospiraceae_88309 Family	f__Paenibacillaceae_367444 Family	f__Peptostreptococcaceae_256921 Family	f__Tissierellaceae Family	f__UBA1242 Family	g__Acidovorax_F_589733	g__Adlercreutzia_A_404257	g__Agrobacterium	g__Akkermansia	g__Alistipes_A_871400	g__Alkaliphilus_B	g__Anaerocolumna	g__Anaerosalibacter	g__Anaerosporobacter	g__Aneurinibacillus_B_362085	g__Arthrobacter_E_386002	g__Bacillus_A	g__Bacillus_P_294101	g__Bacteroides_H_857956	g__Borkfalkia	g__Brachybacterium	g__Brevibacillus_D_362672	g__Brevibacterium	g__Burkholderia	g__C-19	g__CAG-314	g__CAG-873	g__Caldibacillus_B	g__Cellulosimicrobium	g__Cerasibacillus	g__Clostridioides_A	g__Clostridium_F	g__Clostridium_G	g__Clostridium_J	g__Clostridium_T	g__Comamonas_F_589250	g__Corynebacterium	g__Curtobacterium	g__Dubosiella	g__Duncaniella	g__Dysosmobacter	g__Enterococcus_H_360604	g__Faecalibaculum	g__Glutamicibacter	g__Granulimonas	g__JC017	g__Jeotgalibaca	g__Klebsiella_724518	g__Kroppenstedtia_A	g__Kurthia	g__Lacrimispora	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus_A_346120	g__Laedolimicola	g__Latilactobacillus	g__Lawsonibacter	g__Lepagella	g__Ligilactobacillus	g__Limosilactobacillus	g__Lysinibacillus_304693	g__Mammaliicoccus_319278	g__Merdibacter	g__Methylobacterium	g__Microbacterium_A_383321	g__Novosphingobium	g__Oceanobacillus_287537	g__Paenibacillus_A	g__Paenibacillus_J_366884	g__Paenibacillus_L	g__Pandoraea	g__Pantoea_680069	g__Paraclostridium	g__Paramuribaculum	g__Parasutterella_564865	g__Plantibacter	g__Porcincola	g__Pseudomonas_E_647464	g__Romboutsia_B	g__Romboutsia_D_247318	g__Rudaeicoccus	g__Ruminiclostridium_D	g__Rummeliibacillus	g__Schaedlerella	g__Siminovitchia	g__Sporosarcina	g__Staphylococcus	g__Stenotrophomonas_A_615274	g__Streptococcus	g__Terrisporobacter	g__Thermoactinomyces_A	g__Tissierella_B_223997	g__Turicibacter	g__Ureibacillus	g__Vagococcus_B	g__Weissella	o__Lachnospirales Order
Villapol_549_1DPI	NA	-9.43696386080182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.40571170700675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6740030581027	NA	NA	-2.32243277635331	-6.32148664338189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6740030581027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.04256612758202	NA	NA	NA	NA
Villapol_550_1DPI	NA	-4.62315491237147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.49105137636412	NA	NA	NA	-4.84719518658939	NA	NA	NA	-9.81297947125148	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.81297947125148	NA	-10.2280169705303	NA	NA	NA	NA	NA	NA	-0.654369783037004	-5.05809196908801	NA	NA	NA	-10.8129794712515	NA	NA	NA	NA	-9.22801697053033	NA	-6.28941751519447	NA	NA	NA	NA	NA	-9.00562454919388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.35354785261418	NA	-9.22801697053033	NA	NA	NA	NA	NA	-6.76858535189303	NA	NA	NA	NA	-8.35354785261418	-2.192759645744	NA	NA	NA	NA
Villapol_551_1DPI	NA	-2.22460209406263	NA	NA	NA	NA	NA	NA	-8.50382573799575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.38834852057582	NA	NA	NA	-2.27500704749987	-2.07197995103035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.53419938703927	NA	NA	-8.08878823871691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.5889423516337	NA	NA	NA	NA	NA	-3.82200169802201	NA	NA	NA	NA
Villapol_552_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.440699470319736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.92715987010079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.2804445612439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.6954820605227	NA	NA	NA	NA
Villapol_553_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.353842086854615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.20089562651576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_554_1DPI	NA	-3.21272932398573	NA	NA	NA	NA	NA	NA	-7.46876948321663	NA	NA	NA	NA	NA	NA	-9.10619940383192	NA	-9.10619940383192	-9.46876948321663	-8.10619940383192	-9.27612440527424	NA	-7.63226821549951	-9.10619940383192	NA	-7.46876948321663	-9.46876948321663	-8.95419631038687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6911619045531	-8.81669278663694	NA	NA	NA	NA	NA	NA	-3.06911008509671	-5.01873656258159	NA	NA	NA	-9.10619940383192	NA	NA	-8.27612440527424	NA	NA	-10.2761244052742	-4.96324144998988	NA	NA	NA	NA	NA	-10.2761244052742	NA	NA	NA	NA	NA	-8.57568468713315	NA	-9.95419631038687	NA	-9.69116190455308	NA	-4.00933786457934	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.69116190455308	-11.2761244052742	-9.46876948321663	-11.2761244052742	NA	NA	-5.11625306849585	NA	NA	-9.95419631038687	NA	NA	-0.870451072992371	NA	-9.95419631038687	-8.10619940383192	-8.69116190455308
Villapol_555_1DPI	-14.5665892396516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8661495215105	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.273764362031352	-7.44764816692805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.218414372116	NA	NA	-4.62260932530782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.6123929292647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.81504518056246	NA	NA	NA	-10.2811870207893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_556_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.0566135248527	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.198327188628053	-6.14457962596823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.19154310493881	NA	NA	-5.37311757017001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.64964932610954	-9.26405560472318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.72345817454209	NA	NA	NA	-9.88668852341039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_557_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.39312137656991	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.258986993854165	-8.97326686099329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.8097681287104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.45914460082259	-9.24208361942109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.11478847057002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_558_1DPI	NA	NA	-14.7080600322024	NA	NA	-11.0076203140613	NA	NA	NA	-9.80116943659384	NA	NA	NA	-2.51885319760533	-6.38163054508005	NA	NA	NA	NA	NA	NA	NA	NA	-0.7041908002233	NA	NA	NA	NA	NA	-10.4601325187588	-12.7080600322024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.55071309683951	NA	-8.42265781334011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.00415645875769	NA	-8.73078010870244	-10.0642038424276	NA	NA	NA	NA	-5.37266967750843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.31038539925409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_559_1DPI	NA	NA	NA	NA	NA	-12.0825648875046	NA	NA	NA	-7.93281776799996	NA	NA	NA	-2.17379700465546	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.697781137411292	-10.7606367926173	NA	NA	NA	NA	NA	-7.1999218381428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.3377310500051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.06297415914676	NA	-7.81577834680974	-10.4976023867835	NA	NA	NA	NA	-5.69454760215951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.43151319632572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_560_1DPI	NA	-5.49353947295756	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.4419067045422	NA	NA	NA	NA	NA	NA	NA	-10.4419067045422	NA	NA	NA	-1.14269868615496	NA	NA	-11.8569442038211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8569442038211	-7.53501610893372	NA	NA	-4.10875135423162	-5.25208214566222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.72080751583505	NA	NA	NA	NA	NA	-11.4419067045422	-9.98247508590494	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8569442038211	-2.25208214566222	NA	NA	NA	-11.1199786096549	-11.8569442038211	NA	NA	-8.79805051476751	NA	NA	NA	NA	NA	NA	NA	-5.11098982642762	NA	NA	NA	NA	NA	-2.54633142216155	NA	NA	NA	NA
Villapol_561_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.77832081367794	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.234672013293958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.80614449590226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.04899413409969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_562_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.49045989160803	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.258170378610505	-8.01544673177187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.67721682455541	NA	NA	NA	NA	NA	NA	-3.63528086738799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.889915849688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.41215758324412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_563_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.99970933916676	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.333154143833593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.34921877721478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.14578283421085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.692034238576	NA	NA	NA	NA
Villapol_564_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.70639755784841	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.360854674604038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.24972468533345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.47496721531072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.40638258947415	NA	NA	NA	NA
Villapol_565_1DPI	NA	-7.02777375205906	NA	NA	-11.7351328841399	NA	NA	NA	NA	NA	-13.1501703834188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1501703834188	-0.352373780083457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-13.7351328841399	NA	NA	-9.30886812943785	NA	-11.2757012655026	NA	NA	NA	-4.0234659105756	NA	NA	NA	-8.07692140138815	NA	NA	NA	NA	NA	NA	NA	-8.64767004288961	NA	NA	NA	NA	NA	-11.7351328841399	NA	NA	NA	NA	NA	NA	-12.4132047892526	NA	NA	NA	NA	-5.48483446623361	NA	NA	NA	NA	NA	NA	NA	-7.9022428699752	NA	NA	NA	NA	NA	NA	NA	-7.21157092808293	NA	-11.7351328841399	NA	NA	NA	-3.2634576697479	NA	NA	-11.9277779620823	NA
Villapol_566_1DPI	NA	-5.77008715745619	NA	NA	-11.9249052665083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.83744242525796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.3399427657871	NA	NA	NA	-0.0443651321745632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6029771716209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.6029771716209	NA	NA	NA	NA	NA	-6.70573674604614	NA	NA	NA	NA
Villapol_567_1DPI	NA	-9.42335837311076	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.35230862175126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.3164431691943	NA	NA	NA	-13.1237980912519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.94388900123692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.94388900123692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.54542539989105	NA	NA	NA	NA
Villapol_568_1DPI	NA	-3.38839982128145	NA	NA	-11.1664769508168	NA	NA	NA	-7.07901410956646	NA	-10.1664769508168	NA	NA	-7.77415952803804	NA	NA	NA	NA	NA	-6.88107473195456	NA	-9.58151445009565	-7.77415952803804	-2.66265121282105	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.5815144500956	NA	NA	NA	-8.99655194937449	-5.93765826032092	NA	-6.74021219611471	-10.1664769508168	NA	NA	-5.00660561403841	NA	-10.5815144500956	NA	-9.84454885592944	NA	NA	-8.84454885592944	NA	-7.99655194937449	-8.25958635520828	NA	-3.8996904101219	NA	NA	NA	NA	NA	-7.46603723267571	NA	NA	-8.25958635520828	NA	NA	NA	-9.1664769508168	-9.58151445009565	-8.46603723267571	NA	-11.1664769508168	-2.11935303870278	NA	-7.64291499475979	NA	-7.25958635520829	NA	NA	NA	NA	NA	-10.1664769508168	NA	-10.5815144500956	NA	NA	-10.1664769508168	-5.01672983131212	-8.70704533217951	NA	NA	NA	-9.3591220287592	-1.81774879658573	NA	NA	NA	NA
Villapol_569_1DPI	NA	-8.53243710098395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.9474746002628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0061824071553533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.7954715068177	NA	NA	NA	NA
Villapol_570_1DPI	NA	-5.49147062150217	-12.8809227105865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.8809227105865	NA	-11.1439571164203	NA	NA	-9.82202902153298	-0.244826812610327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1439571164203	NA	NA	-11.6585302892501	NA	NA	-8.88092271058654	-9.71099770914423	NA	NA	-5.55899461569918	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.1439571164203	NA	-4.74649639036562	NA	NA	NA	NA	NA	-10.3784223700574	NA	-10.6585302892501	NA	NA	NA	NA	NA	-11.2959602098654	-10.0735677885289	NA	NA	NA	NA	-9.82202902153298	NA	-4.53219455635547	NA	NA	NA	-8.60790421618013	NA	-9.18048299244545	NA	NA	NA	NA	-12.4658852113077	-9.60790421618013	NA	NA	NA	NA	NA	-6.08650684423644	NA	NA	NA	NA
Villapol_571_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	-14.144392704733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.335395022792956	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.27338590269614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.8713742103266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_572_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.28837241897661	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.412258792585523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.17411822761476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.62271468423767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.31570600918605	NA	NA	NA	NA
Villapol_573_1DPI	NA	-8.64985493039617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0068577433505356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0421723531749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.13528175756641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_574_1DPI	NA	-11.3847837500934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9697462508145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00125944577259857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.9697462508145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_575_1DPI	NA	-10.2819300269554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.614945242780676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.84135743556946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.53469609733541	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_576_1DPI	NA	-8.26075155380117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.0681064758588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00910008065766183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.06810647585877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.4831439751376	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_577_1DPI	NA	-8.10700738517274	NA	NA	-14.1404303867102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.26468103529013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.1404303867102	NA	NA	-12.3330754646526	NA	NA	NA	-5.92368452851488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.0111473697652	NA	NA	NA	NA	NA	-4.12920313128693	NA	NA	NA	NA	NA	NA	NA	NA	-12.8185022918228	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-11.2335397911017	NA	-11.8185022918228	NA	NA	NA	NA	NA	-10.8185022918228	-0.25406695927613	NA	NA	NA	NA	-5.09194351271785	NA	NA	NA	NA
Villapol_578_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.34637759224673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-12.9860197730641	NA	NA	-3.46245781700706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.640244936222346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.81776552460628	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_579_1DPI	NA	-10.8150496707072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.66996666854916	NA	NA	NA	NA	NA	NA	-12.4000121714284	NA	NA	NA	NA	NA	NA	NA	NA	NA	-10.9405805527911	NA	NA	-10.5420311763008	NA	NA	-5.53118961665336	NA	NA	-13.4000121714284	NA	NA	NA	NA	NA	NA	NA	NA	-9.97374741672626	NA	NA	NA	NA	NA	-4.37279728626853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.57983320901317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.75649415293484	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_580_1DPI	NA	-3.79695156173001	-10.460865403846	NA	-10.460865403846	NA	NA	-9.1978309980122	-11.1978309980122	NA	NA	NA	NA	NA	NA	NA	NA	-10.7827934987334	NA	-9.78279349873335	NA	NA	NA	-4.25923154267634	NA	NA	-11.1978309980122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.78279349873335	NA	NA	-6.4973912798711	-9.46086540384599	NA	NA	-2.91242877914995	NA	-11.7827934987334	NA	NA	NA	NA	NA	NA	NA	-9.61286849729104	NA	-2.31315168149384	NA	NA	NA	NA	NA	-8.25923154267634	-7.87590290312483	NA	-7.35652874403126	NA	NA	NA	NA	NA	NA	NA	NA	NA	-8.78279349873335	-9.46086540384599	NA	-9.08235378059226	NA	NA	NA	-4.90015044937151	NA	-5.66385242600985	NA	NA	NA	NA	NA	-6.40775406738643	NA	NA	NA	NA	NA	-1.19595371077153	NA	NA	NA	NA
Villapol_581_1DPI	NA	-7.515060487491	NA	NA	NA	NA	NA	NA	NA	NA	-13.7245138531199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-4.11718353937034	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.81762325751143	NA	-11.7245138531199	NA	NA	NA	-0.386752593963278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-6.50534533265779	NA	NA	NA	NA	NA	NA	-6.515060487491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-7.94315413959529	NA	-8.55458885167764	NA	NA	NA	NA	NA	-10.9171589310623	NA	NA	NA	NA	NA	-2.82213873863392	NA	NA	NA	NA
