feature	c__Bacilli_A Class	c__Chloroplast Class	d__Bacteria Kingdom	f__Coprobacillaceae Family	f__Mitochondria Family	f__Oscillospiraceae_88309 Family	f__Paenibacillaceae_367444 Family	f__Peptostreptococcaceae_256921 Family	f__Tissierellaceae Family	f__UBA1242 Family	g__Acidovorax_F_589733	g__Adlercreutzia_A_404257	g__Agrobacterium	g__Akkermansia	g__Alistipes_A_871400	g__Alkaliphilus_B	g__Anaerocolumna	g__Anaerosalibacter	g__Anaerosporobacter	g__Aneurinibacillus_B_362085	g__Arthrobacter_E_386002	g__Bacillus_A	g__Bacillus_P_294101	g__Bacteroides_H_857956	g__Borkfalkia	g__Brachybacterium	g__Brevibacillus_D_362672	g__Brevibacterium	g__Burkholderia	g__C-19	g__CAG-314	g__CAG-873	g__Caldibacillus_B	g__Cellulosimicrobium	g__Cerasibacillus	g__Clostridioides_A	g__Clostridium_F	g__Clostridium_G	g__Clostridium_J	g__Clostridium_T	g__Comamonas_F_589250	g__Corynebacterium	g__Curtobacterium	g__Dubosiella	g__Duncaniella	g__Dysosmobacter	g__Enterococcus_H_360604	g__Faecalibaculum	g__Glutamicibacter	g__Granulimonas	g__JC017	g__Jeotgalibaca	g__Klebsiella_724518	g__Kroppenstedtia_A	g__Kurthia	g__Lacrimispora	g__Lacticaseibacillus	g__Lactiplantibacillus	g__Lactobacillus	g__Lactococcus_A_346120	g__Laedolimicola	g__Latilactobacillus	g__Lawsonibacter	g__Lepagella	g__Ligilactobacillus	g__Limosilactobacillus	g__Lysinibacillus_304693	g__Mammaliicoccus_319278	g__Merdibacter	g__Methylobacterium	g__Microbacterium_A_383321	g__Novosphingobium	g__Oceanobacillus_287537	g__Paenibacillus_A	g__Paenibacillus_J_366884	g__Paenibacillus_L	g__Pandoraea	g__Pantoea_680069	g__Paraclostridium	g__Paramuribaculum	g__Parasutterella_564865	g__Plantibacter	g__Porcincola	g__Pseudomonas_E_647464	g__Romboutsia_B	g__Romboutsia_D_247318	g__Rudaeicoccus	g__Ruminiclostridium_D	g__Rummeliibacillus	g__Schaedlerella	g__Siminovitchia	g__Sporosarcina	g__Staphylococcus	g__Stenotrophomonas_A_615274	g__Streptococcus	g__Terrisporobacter	g__Thermoactinomyces_A	g__Tissierella_B_223997	g__Turicibacter	g__Ureibacillus	g__Vagococcus_B	g__Weissella	o__Lachnospirales Order
Villapol_551_1DPI	NA	0.213957759412305	NA	NA	NA	NA	NA	NA	0.00275482093663912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0119375573921028	NA	NA	NA	0.206611570247934	0.237832874196511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.086317722681359	NA	NA	0.00367309458218549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166207529843893	NA	NA	NA	NA	NA	0.0707070707070707	NA	NA	NA	NA
Villapol_552_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.736777305962461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.262946305183547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000201010075630041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.53787783612654e-05	NA	NA	NA	NA
Villapol_553_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.782497426910345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.217502573089655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_554_1DPI	NA	0.107862903225806	NA	NA	NA	NA	NA	NA	0.00564516129032258	NA	NA	NA	NA	NA	NA	0.00181451612903226	NA	0.00181451612903226	0.00141129032258065	0.00362903225806452	0.00161290322580645	NA	0.00504032258064516	0.00181451612903226	NA	0.00564516129032258	0.00141129032258065	0.00201612903225806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000604838709677419	0.00221774193548387	NA	NA	NA	NA	NA	NA	0.119153225806452	0.0308467741935484	NA	NA	NA	0.00181451612903226	NA	NA	0.0032258064516129	NA	NA	0.000806451612903226	0.0320564516129032	NA	NA	NA	NA	NA	0.000806451612903226	NA	NA	NA	NA	NA	0.00262096774193548	NA	0.00100806451612903	NA	0.00120967741935484	NA	0.0620967741935484	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00241935483870968	0.000403225806451613	0.00141129032258065	0.000403225806451613	NA	NA	0.0288306451612903	NA	NA	0.00100806451612903	NA	NA	0.546975806451613	NA	0.00100806451612903	0.00362903225806452	0.00241935483870968
Villapol_555_1DPI	4.1211621677313e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000267875540902535	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.827158458685349	0.00572841541314651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0537193488563775	NA	NA	0.0405934473521533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000638780135998352	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0710488357716876	NA	NA	NA	0.000803626622707604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_556_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000117372860041248	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.871560556012006	0.0141350458592532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00171029024631533	NA	NA	0.0241285065141937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00995992555207163	0.00162645248914301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0757054947266051	NA	NA	NA	0.00105635574037123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_557_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0118981297254278	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.835674492638281	0.00198965380023876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000139275766016713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0909271786709113	0.00165141265419817	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0577198567449264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_558_1DPI	NA	NA	3.73622267887166e-05	NA	NA	0.000485708948253316	NA	NA	NA	0.0011208668036615	NA	NA	NA	0.174481599103307	0.011993274799178	NA	NA	NA	NA	NA	NA	NA	NA	0.613786661685036	NA	NA	NA	NA	NA	0.000709882308985616	0.000149448907154866	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0853353259854287	NA	0.0029142536895199	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0311600971417897	NA	0.00235382028768915	0.000934055669717915	NA	NA	NA	NA	0.0241359985055109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0504016439379787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_559_1DPI	NA	NA	NA	NA	NA	0.000230560839241455	NA	NA	NA	0.00409245489653582	NA	NA	NA	0.221626606720848	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61651968413165	0.000576402098103637	NA	NA	NA	NA	NA	0.00680154475762292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0494553000172921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0299152688915788	NA	0.00443829615539801	0.000691682517724365	NA	NA	NA	NA	0.0193094702864718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0463427286875324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_560_1DPI	NA	0.022196261682243	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000179726815240834	NA	NA	NA	NA	NA	NA	NA	0.000718907260963336	NA	NA	NA	0.452911574406901	NA	NA	0.000269590222861251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000269590222861251	0.00539180445722502	NA	NA	0.0579618979151689	0.0262401150251618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.018961179007908	NA	NA	NA	NA	NA	0.000359453630481668	0.000988497483824587	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000269590222861251	0.209920920201294	NA	NA	NA	0.000449317038102085	0.000269590222861251	NA	NA	0.00224658519051042	NA	NA	NA	NA	NA	NA	NA	0.0289360172537743	NA	NA	NA	NA	NA	0.171189791516894	NA	NA	NA	NA
Villapol_561_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0182201568161811	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.849878191086454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0714885253956231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0604131267017422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_562_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.022243692496871	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.836147647175073	0.00386464943677126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00977141476910915	NA	NA	NA	NA	NA	NA	0.0804769328736743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000526997650468808	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0469686655980325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_563_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.125025186379206	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.793799113439452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0245315333467661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0564930485593391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000151118275236752	NA	NA	NA	NA
Villapol_564_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0766060658095259	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.778703127347657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0525660563652364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0449676962373092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0471570542402713	NA	NA	NA	NA
Villapol_565_1DPI	NA	0.00766353769433852	NA	NA	0.000293341155764154	NA	NA	NA	NA	NA	0.000110002933411558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000220005866823115	0.783294221179231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.33352889410384e-05	NA	NA	0.00157670871223233	NA	0.000403344089175711	NA	NA	NA	0.0614916397770607	NA	NA	NA	0.00370343209152244	NA	NA	NA	NA	NA	NA	NA	0.00249339982399531	NA	NA	NA	NA	NA	0.000293341155764154	NA	NA	NA	NA	NA	NA	0.000183338222352596	NA	NA	NA	NA	0.0223305954825462	NA	NA	NA	NA	NA	NA	NA	0.00418011146963919	NA	NA	NA	NA	NA	NA	NA	0.00674684658257554	NA	0.000293341155764154	NA	NA	NA	0.104136110296275	NA	NA	0.000256673511293635	NA
Villapol_566_1DPI	NA	0.018324439014981	NA	NA	0.00025718510898219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00109303671317431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000385777663473285	NA	NA	NA	0.969716453417347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000321481386227737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000321481386227737	NA	NA	NA	NA	NA	0.00958014530958658	NA	NA	NA	NA
Villapol_567_1DPI	NA	0.00145641944880125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.391664799462245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000196056464261707	NA	NA	NA	0.000112032265292404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00406116961684965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.259914855478378	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.342594667264172	NA	NA	NA	NA
Villapol_568_1DPI	NA	0.0954970633021536	NA	NA	0.000435066347618012	NA	NA	NA	0.0073961279095062	NA	0.000870132695236024	NA	NA	0.00456819664998912	NA	NA	NA	NA	NA	0.00848379377855123	NA	0.00130519904285404	0.00456819664998912	0.157929084185338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000652599521427018	NA	NA	NA	0.00195779856428105	0.0163149880356754	NA	0.00935392647378725	0.000870132695236024	NA	NA	0.0311072438546878	NA	0.000652599521427018	NA	0.00108766586904503	NA	NA	0.00217533173809006	NA	0.00391559712856211	0.00326299760713509	NA	0.0670002175331738	NA	NA	NA	NA	NA	0.00565586251903415	NA	NA	0.00326299760713509	NA	NA	NA	0.00174026539047205	0.00130519904285404	0.00282793125951708	NA	0.000435066347618012	0.230150097889928	NA	0.00500326299760714	NA	0.00652599521427018	NA	NA	NA	NA	NA	0.000870132695236024	NA	0.000652599521427018	NA	NA	0.000870132695236024	0.0308897106808788	0.00239286491189906	NA	NA	NA	0.00152273221666304	0.283663258646944	NA	NA	NA	NA
Villapol_569_1DPI	NA	0.00270072582006414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00101277218252405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995723850784898	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000562651212513363	NA	NA	NA	NA
Villapol_570_1DPI	NA	0.0222281143665208	0.000132573246718812	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000265146493437624	NA	0.00044191082239604	NA	NA	0.0011047770559901	0.843917097529719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00022095541119802	NA	NA	0.000309337575677228	NA	NA	0.00212117194750099	0.00119315922046931	NA	NA	0.0212117194750099	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000883821644792081	NA	0.0372530823279862	NA	NA	NA	NA	NA	0.000751248398073269	NA	0.000618675151354457	NA	NA	NA	NA	NA	0.000397719740156436	0.000928012727031685	NA	NA	NA	NA	0.0011047770559901	NA	0.0432188784303328	NA	NA	NA	0.00256308276989703	NA	0.00172345220734456	NA	NA	NA	NA	0.000176764328958416	0.00128154138494852	NA	NA	NA	NA	NA	0.0147156303857881	NA	NA	NA	NA
Villapol_571_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.52221772263741e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79256709494533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.206843868497589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00053381437985495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_572_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.102353162257532	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75144593155576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0553943164971917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0405904829515796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0502161067379367	NA	NA	NA	NA
Villapol_573_1DPI	NA	0.0024896265560166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995257854179016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004742145820984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001778304682869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_574_1DPI	NA	0.00037397157816006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00024931438544004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99912739965096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00024931438544004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_575_1DPI	NA	0.000803212851405623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.652954675846242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00109007458405049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.345152036718302	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_576_1DPI	NA	0.00326036329762459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000465766185374942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.993712156497438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00186306474149977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000698649278062413	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_577_1DPI	NA	0.00362700038761836	NA	NA	5.53740517193643e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0520239215903428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000221496206877457	NA	NA	0.000193809181017775	NA	NA	NA	0.0164737803865109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000969045905088875	NA	NA	NA	NA	NA	0.057146021374384	NA	NA	NA	NA	NA	NA	NA	NA	0.000138435129298411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000415305387895232	NA	0.000276870258596822	NA	NA	NA	NA	NA	0.000553740517193643	0.838529265186334	NA	NA	NA	NA	0.0293205603854034	NA	NA	NA	NA
Villapol_578_1DPI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.196639138830683	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000123258967089856	NA	NA	0.0907185997781339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641604010025063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0709149923990304	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_579_1DPI	NA	0.000555067301910357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.628521208196494	NA	NA	NA	NA	NA	NA	0.000185022433970119	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000508811693417827	NA	NA	0.000670706323141681	NA	NA	0.0216244969702576	NA	NA	9.25112169850594e-05	NA	NA	NA	NA	NA	NA	NA	NA	0.000994495582589389	NA	NA	NA	NA	NA	0.0482677274619548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00261344187982793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.295966510939451	NA	NA	NA	NA	NA	NA	NA	NA	NA
Villapol_580_1DPI	NA	0.0719455087271179	0.000709521782318717	NA	0.000709521782318717	NA	NA	0.00170285227756492	0.00042571306939123	NA	NA	NA	NA	NA	NA	NA	NA	0.000567617425854974	NA	0.00113523485170995	NA	NA	NA	0.0522208031786576	NA	NA	0.00042571306939123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00113523485170995	NA	NA	0.011068539804172	0.00141904356463743	NA	NA	0.132822477650064	NA	0.000283808712927487	NA	NA	NA	NA	NA	NA	NA	0.00127713920817369	NA	0.201220377465588	NA	NA	NA	NA	NA	0.0032638001986661	0.0042571306939123	NA	0.00610188732794097	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0022704697034199	0.00141904356463743	NA	0.00184475663402866	NA	NA	NA	0.0334894281254434	NA	0.0197247055484603	NA	NA	NA	NA	NA	0.0117780615864907	NA	NA	NA	NA	NA	0.436497800482475	NA	NA	NA	NA
Villapol_581_1DPI	NA	0.00546690307328605	NA	NA	NA	NA	NA	NA	NA	NA	7.38770685579196e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0576241134751773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00110815602836879	NA	0.000295508274231678	NA	NA	NA	0.764849290780142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01100768321513	NA	NA	NA	NA	NA	NA	0.0109338061465721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00406323877068558	NA	0.00265957446808511	NA	NA	NA	NA	NA	0.000517139479905437	NA	NA	NA	NA	NA	0.141400709219858	NA	NA	NA	NA
Villapol_582_1DPI	NA	0.00464411913175164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0497728419989904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00191822311963655	NA	0.000302877334679455	NA	NA	NA	0.925189298334175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000403836446239273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000504795557799091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00201918223119637	NA	0.00424028268551237	NA	NA	NA	NA	NA	0.00686521958606764	NA	NA	NA	NA	NA	0.00413932357395255	NA	NA	NA	NA
Villapol_583_1DPI	NA	0.00369685767097967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0219899292497928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97106252788578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000318694626808592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000701128178978902	NA	0.000446172477532029	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00178468991012812	NA	NA	NA	NA
